Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary,Sentiment_Score
Mama,6.2,100,2013,horror,Andy Muschietti,195000,57,"Two little girls disappear into the woods the day that their parents were killed. When they are found 5 years later and begin a new life, they find that someone or something still wants to tuck them in at night.",-0.010227272727272729
Avenged,5.5,95,2013,horror,Michael S. Ojeda,4600,64,A deaf girl is brutalized by a murderous gang who are then hunted by her when the bloodthirsty spirit of an Apache warrior inhabits her lifeless body.,-0.5
The Conjuring,7.5,112,2013,horror,James Wan,579000,68,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,-0.15
The Returned,5.9,98,2013,horror,Manuel Carballo,8900,47,"In a post-zombie world, where the infected live normal lives, their retroviral drug is running out.",0.1431818181818182
World War Z,7.0,116,2013,horror,Marc Forster,747000,63,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,-0.1
Cooties,5.7,88,2014,horror,Jonathan Milott,30000,49,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.",0.09999999999999999
Unfriended,5.6,83,2014,horror,Levan Gabriadze,84000,59,"A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",-0.011111111111111118
Honeymoon,5.7,87,2014,horror,Leigh Janiak,28000,65,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.,0.0
Housebound,6.7,107,2014,horror,Gerard Johnstone,39000,76,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.",-0.3125
It Follows,6.8,100,2014,horror,David Robert Mitchell,284000,83,A young woman is followed by an unknown supernatural force after a sexual encounter.,0.16666666666666666
Spring,6.7,109,2014,horror,Justin Benson,33000,70,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",-0.1125
The Babadook,6.8,94,2014,horror,Jennifer Kent,259000,86,"A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.",-0.19047619047619047
The Canal,5.8,92,2014,horror,Ivan Kavanagh,15000,55,A film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.,-0.26666666666666666
The Purge: Anarchy,6.4,103,2014,horror,James DeMonaco,167000,50,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",0.0
Tusk,5.4,102,2014,horror,Kevin Smith,68000,55,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,-0.05
Crimson Peak,6.5,119,2015,horror,Guillermo del Toro,163000,66,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",0.08333333333333333
Goosebumps,6.3,103,2015,horror,Rob Letterman,98000,60,"A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",0.4
Southbound,5.9,89,2015,horror,Roxanne Benjamin,22000,58,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,-0.525
The Final Girls,6.5,91,2015,horror,Todd Strauss-Schulson,54000,59,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",0.4
The Invitation,6.6,100,2015,horror,Karyn Kusama,123000,74,"When a man accepts an invitation to a dinner party hosted by his ex-wife, the unsettling past reopens old wounds and creates new tensions.",-0.12840909090909092
The Visit,6.3,94,2015,horror,M. Night Shyamalan,163000,55,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,-0.5
10 Cloverfield Lane,7.2,103,2016,horror,Dan Trachtenberg,368000,76,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,0.05
A Monster Calls,7.4,108,2016,horror,J.A. Bayona,96000,76,"Conor, a twelve-year-old boy, encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.",0.0
Don't Breathe,7.1,88,2016,horror,Fede Alvarez,315000,71,"Three delinquents break into the house of a war veteran who is blind to steal his money. However, they discover that the man is not as defenseless as he seems.",-0.3
Lights Out,6.3,81,2016,horror,David F. Sandberg,147000,58,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",-0.1402777777777778
Morgan,5.8,92,2016,horror,Luke Scott,48000,48,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,-0.3
Ouija: Origin of Evil,6.2,99,2016,horror,Mike Flanagan,78000,65,"In 1967 Los Angeles, a widowed mother's daughter tries to communicate with her late father through a Ouija board, but unleashes a demon instead.",-0.2
Shivalinga,6.9,155,2016,horror,P. Vasu,668,64,A newly married CID officer is handed over a murder case which takes a personal turn when his wife happens to be involved in the case.,0.125
Split,7.3,117,2016,horror,M. Night Shyamalan,585000,63,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,0.1621212121212121
The Conjuring 2,7.3,134,2016,horror,James Wan,315000,65,Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.,0.047619047619047616
The Girl with All the Gifts,6.6,111,2016,horror,Colm McCarthy,66000,67,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,0.1523809523809524
The Other Side of the Door,5.3,96,2016,horror,Johannes Roberts,20000,41,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death.",-0.2125
The Purge: Election Year,6.0,108,2016,horror,James DeMonaco,115000,55,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",-0.0625
The Shallows,6.3,86,2016,horror,Jaume Collet-Serra,149000,59,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",0.125
U Turn,7.4,120,2016,horror,Pawan Kumar,4000,64,A journalist who intends to write an article on traffic rule breakers gets dragged into a whirlpool of murder cases and deception.,0.0
Get Out,7.8,104,2017,horror,Jordan Peele,750000,85,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",0.05
Life,6.6,104,2017,horror,Daniel Espinosa,265000,54,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,0.0
Happy Death Day,6.6,96,2017,horror,Christopher Landon,174000,58,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",0.0
Ghost Ship,5.6,91,2002,horror,Steve Beck,113000,28,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.",-0.1
Annihilation,6.8,115,2018,horror,Alex Garland,376000,79,"A biologist signs up for a dangerous, secret expedition in which the laws of nature don't apply.",-0.5
Insidious: Chapter 2,6.6,106,2013,horror,James Wan,195000,40,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",-0.2833333333333333
A Quiet Place,7.5,90,2018,horror,John Krasinski,623000,82,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,-0.375
Elizabeth Harvest,5.8,108,2018,horror,Sebastian Gutierrez,10000,54,"A science fiction riff on the myth of Bluebeard, in which a young wife is admonished by her extremely wealthy, brilliant scientist husband not to enter one particular room in his estate.",0.4166666666666667
Hereditary,7.3,127,2018,horror,Ari Aster,412000,87,A grieving family is haunted by tragic and disturbing occurrences.,-0.625
The Babysitter,6.4,85,2017,horror,McG,114000,64,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.",0.0
Road Games,5.3,95,2015,horror,Abner Pastoll,3900,44,The sun drenched days of summer turn dark and ominous for hitchhiking duo Jack and Véronique when they become inexplicably entangled with a mysterious married couple and a local road kill collector in rural France.,-0.08333333333333333
Happy Death Day 2U,6.2,100,2019,horror,Christopher Landon,90000,57,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,0.7
The Perfection,6.2,90,2018,horror,Richard Shepard,51000,60,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",-0.28845598845598847
Truth or Dare,5.2,100,2018,horror,Jeff Wadlow,69000,35,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,-0.30000000000000004
Incident in a Ghostland,6.4,91,2018,horror,Pascal Laugier,43000,44,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange.",0.08409090909090909
It Chapter Two,6.5,169,2019,horror,Andy Muschietti,320000,58,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",-0.39
Ready or Not,6.8,95,2019,horror,Matt Bettinelli-Olpin,210000,64,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,-0.3527272727272727
Zombieland: Double Tap,6.7,99,2019,horror,Ruben Fleischer,213000,55,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",-0.09375
The House with a Clock in Its Walls,6.1,105,2018,horror,Eli Roth,57000,57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,0.3
The Invisible Man,7.1,124,2020,horror,Leigh Whannell,269000,72,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",0.6
Mayhem,6.4,86,2017,horror,Joe Lynch,27000,62,"A virus spreads through an office complex, causing white-collar workers to act out their worst impulses.",-0.65
Haunt,6.3,92,2019,horror,Scott Beck,42000,69,"On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.",-0.25625000000000003
The Hunt,6.6,90,2020,horror,Craig Zobel,142000,50,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.",0.0
Underwater,5.9,95,2020,horror,William Eubank,102000,48,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.,0.0
The Lodge,6.0,108,2019,horror,Severin Fiala,61000,64,"A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",-0.21666666666666667
Gerald's Game,6.5,103,2017,horror,Mike Flanagan,135000,77,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",0.06000000000000001
Freaky,6.3,102,2020,horror,Christopher Landon,77000,67,"After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.",0.0
Train to Busan,7.6,118,2016,horror,Yeon Sang-ho,280000,73,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",0.0
Host,6.5,57,2020,horror,Rob Savage,44000,73,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong.",0.033333333333333326
Office Uprising,5.7,92,2018,horror,Lin Oeding,18000,64,An employee at a weapons factory discovers that an energy drink turns his co-workers into zombies.,0.0
Willy's Wonderland,5.5,88,2021,horror,Kevin Lewis,41000,44,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive.",0.12222222222222223
A Quiet Place Part II,7.2,97,2020,horror,John Krasinski,300000,71,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",0.0
Last Night in Soho,7.0,116,2021,horror,Edgar Wright,189000,65,"Aspiring fashion designer Eloise is mysteriously able to return to 1960s London, where she encounters dazzling wannabe singer Sandie. But the glamour is not as it seems, and the dreams of the past crack and splinter into something darker.",0.3333333333333333
What We Do in the Shadows,7.6,86,2014,horror,Jemaine Clement,207000,76,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",0.016666666666666677
X,6.5,105,2022,horror,Ti West,204000,80,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",0.06666666666666667
Prey,7.1,100,2022,horror,Dan Trachtenberg,245000,71,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",0.375
Tumbbad,8.2,108,2018,horror,Rahi Anil Barve,67000,64,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,0.0
Better Watch Out,6.5,89,2016,horror,Chris Peckover,49000,67,"On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",0.05
Pandorum,6.7,108,2009,horror,Christian Alvart,163000,28,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",-0.2
Pearl,7.0,103,2022,horror,Ti West,135000,76,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation, and lovelessness of life on her parents' farm.",-0.25
Dracula Untold,6.2,92,2014,horror,Gary Shore,215000,40,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",0.4333333333333333
Krishna Talkies,6.8,146,2021,horror,Vijayanandha,95,64,A group of friends go to a village for festivities and later hear stories of some deaths in the area. They soon realize one of them is missing. Will they find her before she is killed?,-0.13333333333333333
Day Shift,6.1,113,2022,horror,J.J. Perry,94000,51,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",0.23333333333333334
Deadstream,6.4,87,2022,horror,Joseph Winter,20000,67,"A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally upsets a vengeful spirit, his big comeback event becomes a real-time fight for his life.",0.26666666666666666
Evil Dead Rise,6.5,96,2023,horror,Lee Cronin,153000,69,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",0.0
28 Days Later,7.5,113,2002,horror,Danny Boyle,470000,73,"Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.",-0.25
30 Days of Night,6.6,113,2007,horror,David Slade,195000,53,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",-0.5
Antlers,5.9,99,2021,horror,Scott Cooper,47000,57,"In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral creature.",-0.35000000000000003
The Platform,7.0,94,2019,horror,Galder Gaztelu-Urrutia,303000,73,"In a prison where inmates are fed on a descending platform, those on the upper levels take more than their fair share while those below are left to starve on scraps and one man decides to change the system.",0.3
The Invitation,5.3,105,2022,horror,Jessica M. Thompson,38000,45,"Evie's long-lost cousin invites her to a swanky English wedding, where she uncovers a dark and twisted family secret that threatens to upend her life.",-0.2625
Nefarious,6.4,97,2023,horror,Chuck Konzelman,33000,64,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",0.3
Nocturne,5.7,90,2020,horror,Zu Quirke,14000,58,An incredibly gifted pianist makes a Faustian bargain to overtake her twin sister at a prestigious institution for classical musicians.,0.25
The Beach House,5.3,88,2019,horror,Jeffrey A. Brown,9000,64,A romantic getaway for two troubled college sweethearts turns into a struggle for survival when unexpected guests - and the surrounding environment - exhibit signs of a mysterious infection.,-0.1
Talk to Me,7.1,95,2022,horror,Danny Philippou,177000,76,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",-0.14924242424242426
Exhuma,6.9,134,2024,horror,Jang Jae-hyun,22000,80,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,-1.0
The Substance,7.3,141,2024,horror,Coralie Fargeat,259000,78,"A fading celebrity takes a black-market drug: a cell-replicating substance that temporarily creates a younger, better version of herself.",0.25
Heretic,7.0,111,2024,horror,Scott Beck,104000,71,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,-0.08750000000000001
Stree,7.5,128,2018,horror,Amar Kaushik,45000,64,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",-0.27840909090909094
American Psycho,7.6,102,2000,crime,Mary Harron,768000,64,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",-0.04090909090909092
Frequency,7.4,118,2000,crime,Gregory Hoblit,119000,67,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",-0.1
Gone in 60 Seconds,6.5,118,2000,crime,Dominic Sena,302000,35,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,0.0
Snatch,8.2,102,2000,crime,Guy Ritchie,939000,55,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",-0.07936507936507937
Taxi 2,6.5,88,2000,crime,Gérard Krawczyk,61000,64,"Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.",0.0
The Cell,6.4,107,2000,crime,Tarsem Singh,112000,40,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",0.16114718614718618
Kiss of the Dragon,6.6,98,2001,crime,Chris Nahon,68000,58,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,-0.2
Ocean's Eleven,7.7,116,2001,crime,Steven Soderbergh,641000,74,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",0.5333333333333333
Original Sin,6.0,116,2001,crime,Michael Cristofer,61000,33,"A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.",0.4375
The Score,6.8,124,2001,crime,Frank Oz,138000,71,An aging thief hopes to retire and live off his ill-gotten wealth with his lover when a young kid convinces him into doing one last heist that comes with a large payout.,0.11266233766233766
Training Day,7.8,122,2001,crime,Antoine Fuqua,492000,71,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,0.25
Catch Me If You Can,8.1,141,2002,crime,Steven Spielberg,1200000,75,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",-0.02111111111111111
Minority Report,7.6,145,2002,crime,Steven Spielberg,599000,80,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder.",0.0
Panic Room,6.8,112,2002,crime,David Fincher,305000,65,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.",0.15
Phone Booth,7.1,81,2002,crime,Joel Schumacher,293000,56,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",-0.2138888888888889
The Transporter,6.8,92,2002,crime,Louis Leterrier,328000,51,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",-0.1
11:14,7.1,86,2003,crime,Greg Marcks,51000,65,"The events leading up to an 11:14 p.m. car crash, from five very different perspectives.",0.0
Bad Santa,7.0,92,2003,crime,Terry Zwigoff,161000,70,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,-0.5625
Daredevil,5.3,103,2003,crime,Mark Steven Johnson,234000,42,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,-0.1
Kill Bill: Vol. 1,8.2,111,2003,crime,Quentin Tarantino,1200000,69,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",-0.05
Monster,7.3,109,2003,crime,Patty Jenkins,167000,74,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",0.0
Runaway Jury,7.1,127,2003,crime,Gary Fleder,108000,61,"A juror, a lawyer and a mysterious woman stand in the way of a man trying to manipulate an explosive trial.",0.0
Taxi 3,5.8,84,2003,crime,Gérard Krawczyk,47000,64,"Out to stop a new gang disguised as Santa Claus, Emilien and Daniel must also handle major changes in their personal relationships.",0.06628787878787878
Cellular,6.5,94,2004,crime,David R. Ellis,108000,60,"A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped, and the kidnappers have targeted her husband and child next.",0.08888888888888889
Collateral,7.5,120,2004,crime,Michael Mann,446000,71,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,0.4
District B13,7.1,84,2004,crime,Pierre Morel,75000,70,"Captain Damien must team up with Leito, a local insurgent from District 13, to defuse a neutron bomb that has fallen into the hands of a local drug lord, Taha, and rescue Leito's sister Lola.",0.0
Taking Lives,6.2,103,2004,crime,D.J. Caruso,98000,38,"A murder spree in Montreal, with the killer embracing his victims' identities, leads to an investigation by the FBI agent Illeana Scott. Her bond with an art dealer is crucial to solving the case.",0.0
Windstruck,7.1,123,2004,crime,Jae-young Kwak,7900,64,"The heart-warming romance story between Kyungjin and Myungwoo. Even though he has passed away, he will be always with Kyungwoo forever.",0.0
Anniyan,8.3,181,2005,crime,S. Shankar,23000,64,"Ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night, using tips from the 'Garuda Purana' as his tools to punish various antisocial elements.",-0.19999999999999998
Chaos,6.4,106,2005,crime,Tony Giglio,59000,64,"Two cops, a rookie and a grizzled vet, pursue an accomplished bank robber.",0.2
Gone Baby Gone,7.6,114,2007,crime,Ben Affleck,300000,72,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",-0.021875
Lord of War,7.6,122,2005,crime,Andrew Niccol,347000,62,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,0.0
Mr. & Mrs. Smith,6.5,120,2005,crime,Doug Liman,563000,55,"A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.",-0.10625000000000001
Revolver,6.3,111,2005,crime,Guy Ritchie,106000,25,Gambler Jake Green enters into a game with potentially deadly consequences.,-0.26666666666666666
The Devil's Rejects,6.7,107,2005,crime,Rob Zombie,108000,54,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",-0.35
Crank,6.9,88,2006,crime,Mark Neveldine,270000,57,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,0.1
Deja Vu,7.1,126,2006,crime,Tony Scott,336000,59,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",0.11227272727272726
Inside Man,7.6,129,2006,crime,Spike Lee,410000,76,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",0.25
Lucky Number Slevin,7.7,110,2006,crime,Paul McGuigan,331000,53,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",0.16666666666666666
Rang De Basanti,8.1,167,2006,crime,Rakeysh Omprakash Mehra,124000,64,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",-0.0375
The Departed,8.5,151,2006,crime,Martin Scorsese,1500000,85,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,-0.0625
Vettaiyaadu Vilaiyaadu,7.9,174,2006,crime,Gautham Vasudev Menon,8500,64,"A Police Officer investigates a series of brutal rapes and murders, with the culprits seeming to cover more than one country.",-0.1875
3:10 to Yuma,7.6,122,2007,crime,James Mangold,341000,76,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,-0.1
Awake,6.5,84,2007,crime,Joby Harold,83000,33,A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,0.3
An American Crime,7.2,98,2007,crime,Tommy O'Haver,39000,64,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",0.11666666666666665
Cheluvina Chittara,6.4,150,2007,crime,S. Narayan,120,64,"A young schoolgirl, Aishwarya, from a rich local don family falls in love and elopes with a small-time mechanic, Maadesha.",0.24375
Disturbia,6.8,105,2007,crime,D.J. Caruso,264000,62,"When a teenager is placed under house arrest, he succumbs to despair and starts spying on his neighbors, hoping to spice up his life. This, however, leads him to witness a serial killer on the loose.",-0.06346153846153846
Eastern Promises,7.6,100,2007,crime,David Cronenberg,269000,83,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,-0.4
Fracture,7.2,113,2007,crime,Gregory Hoblit,226000,68,"After shooting his wife, Ted confesses his crime and asks the court to move his case to trial. He represents himself against Willy, a successful lawyer. But there's more to the case than meets the eye.",0.625
Michael Clayton,7.2,119,2007,crime,Tony Gilroy,178000,82,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",-0.19999999999999998
Mr. Brooks,7.3,120,2007,crime,Bruce A. Evans,160000,45,A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.,0.0
Nancy Drew,5.9,99,2007,crime,Andrew Fleming,22000,53,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",0.0
No Country for Old Men,8.2,122,2007,crime,Ethan Coen,1100000,92,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,-0.2
Ocean's Thirteen,6.9,122,2007,crime,Steven Soderbergh,376000,62,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",0.1875
Shattered,6.6,95,2007,crime,Mike Barker,34000,64,A perfect family's dynamic is ruined by a kidnapper's brutally efficient plot.,0.041666666666666664
The Lookout,6.9,99,2007,crime,Scott Frank,61000,73,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",-0.06194444444444444
