Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary
518. Snowpiercer,7.1,2h 6m,2013,thriller,Bong Joon Ho, (402K),84,"In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges."
519. Soodhu Kavvum,8.3,2h 15m,2013,thriller,Nalan Kumarasamy, (12K),N/A,"Das, with his team, kidnap Arumai, son of a politician, who has been planning his own kidnapping to extract money from his father. Problems arise, when an insane cop is brought to handle the case."
520. Special 26,8.0,2h 24m,2013,thriller,Neeraj Pandey, (60K),N/A,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
522. Stoker,6.7,1h 39m,2013,thriller,Park Chan-wook, (116K),58,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him."
523. The Call,6.7,1h 34m,2013,thriller,Brad Anderson, (132K),51,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life."
524. The Conjuring,7.5,1h 52m,2013,thriller,James Wan, (579K),68,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
525. The Hunger Games: Catching Fire,7.5,2h 26m,2013,thriller,Francis Lawrence, (742K),76,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
526. The Returned,5.9,1h 38m,2013,thriller,Manuel Carballo, (8.9K),47,"In a post-zombie world, where the infected live normal lives, their retroviral drug is running out."
529. Tony,7.7,2h 16m,2013,thriller,Jayatheertha, (53),N/A,The story revolves around Tony who wants to make quick money and keep his girlfriend happy. His greed changes him eventually and complicates his relationship with his girlfriend.
532. Vishwaroopam,7.9,2h 28m,2013,thriller,Kamal Haasan, (41K),N/A,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. She hires a detective to keep a watch on her husband, who apparently ends up in a wrong place that reveals Vishwanathan's true identity."
540. Captain America: The Winter Soldier,7.7,2h 16m,2014,thriller,Anthony Russo, (927K),70,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
542. Cooties,5.7,1h 28m,2014,thriller,Jonathan Milott, (30K),49,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
543. Unfriended,5.6,1h 23m,2014,thriller,Levan Gabriadze, (84K),59,"A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
544. Dawn of the Planet of the Apes,7.6,2h 10m,2014,thriller,Matt Reeves, (498K),79,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
545. Drishya,8.3,2h 34m,2014,thriller,P. Vasu, (881),N/A,A man takes desperate measures to try to save his family from the dark side of the law after they commit an unexpected crime.
548. Godzilla,6.4,2h 3m,2014,thriller,Gareth Edwards, (452K),62,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
549. Gone Girl,8.1,2h 29m,2014,thriller,David Fincher, (1.1M),79,The husband of a missing woman becomes the chief suspect in her disappearance.
551. Haider,8.0,2h 40m,2014,thriller,Vishal Bhardwaj, (59K),N/A,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
552. Honeymoon,5.7,1h 27m,2014,thriller,Leigh Janiak, (28K),65,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.
555. It Follows,6.8,1h 40m,2014,thriller,David Robert Mitchell, (284K),83,A young woman is followed by an unknown supernatural force after a sexual encounter.
560. Nightcrawler,7.8,1h 57m,2014,thriller,Dan Gilroy, (631K),76,A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.
561. Predestination,7.4,1h 37m,2014,thriller,Michael Spierig, (319K),69,"As his last assignment, a temporal agent is tasked to travel back in time and prevent a bomb attack in New York in 1975. The hunt, however, turns out to be beyond the bounds of possibility."
565. The Canal,5.8,1h 32m,2014,thriller,Ivan Kavanagh, (15K),55,A film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.
566. The Equalizer,7.3,2h 12m,2014,thriller,Antoine Fuqua, (441K),57,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
568. The Guest,6.7,1h 40m,2014,thriller,Adam Wingard, (111K),76,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
569. The Maze Runner,6.8,1h 53m,2014,thriller,Wes Ball, (531K),57,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
570. The Purge: Anarchy,6.4,1h 43m,2014,thriller,James DeMonaco, (167K),50,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
572. Ugramm,8.0,2h 12m,2014,thriller,Prashanth Neel, (7.4K),N/A,A man with a dangerous past must protect a girl from those who are hell bent on killing her.
573. Ulidavaru Kandanthe,8.4,2h 34m,2014,thriller,Rakshit Shetty, (9.8K),N/A,"A journalist sets out to uncover the truth behind an incident, through the perspectives of different people, unraveling how they and their lives are intertwined with it."
575. White Bird in a Blizzard,6.4,1h 31m,2014,thriller,Gregg Araki, (31K),51,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears."
578. X-Men: Days of Future Past,7.9,2h 12m,2014,thriller,Bryan Singer, (766K),75,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
581. Bridge of Spies,7.6,2h 22m,2015,thriller,Steven Spielberg, (334K),81,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
583. Crimson Peak,6.5,1h 59m,2015,thriller,Guillermo del Toro, (163K),66,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
584. Ex Machina,7.7,1h 48m,2014,thriller,Alex Garland, (613K),78,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
585. Eye in the Sky,7.3,1h 42m,2015,thriller,Gavin Hood, (94K),73,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone, triggering an international dispute over the implications of modern warfare."
589. Kendasampige,8.3,1h 39m,2015,thriller,Suri, (2.2K),N/A,"When a love story goes awry, two young lovers are forced to take to the road with the police hot on their heels. They escape across Karnataka in a roller-coaster ride that is at once enthralling, exasperating and nail-biting."
590. Mad Max: Fury Road,8.1,2h,2015,thriller,George Miller, (1.2M),90,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
594. RangiTaranga,8.1,2h 29m,2015,thriller,Anup Bhandari, (16K),N/A,"Mysterious events begin to unfold after a reclusive novelist and his wife move back to her ancestral village, followed by a journalist."
595. Rathaavara,6.2,2h 11m,2015,thriller,Chandrashekar Bandiyappa, (364),N/A,Rathaavara means the King's General who is also the best warrior.
596. Room,8.1,1h 58m,2015,thriller,Lenny Abrahamson, (465K),86,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
604. The Final Girls,6.5,1h 31m,2015,thriller,Todd Strauss-Schulson, (54K),59,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer."
606. The Invitation,6.6,1h 40m,2015,thriller,Karyn Kusama, (123K),74,"When a man accepts an invitation to a dinner party hosted by his ex-wife, the unsettling past reopens old wounds and creates new tensions."
607. The Lobster,7.1,1h 59m,2015,thriller,Yorgos Lanthimos, (316K),82,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
609. The Sea of Trees,6.1,1h 50m,2015,thriller,Gus Van Sant, (19K),23,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.
610. The Visit,6.3,1h 34m,2015,thriller,M. Night Shyamalan, (163K),55,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
612. Uppi 2,7.8,2h 15m,2015,thriller,Upendra, (8.5K),N/A,"A psychological thriller which depicts the fact that ""Today is a gift - that's why it's called Present"" in an unusual way. It is about a man called Neenu, who lives in the present. The film takes the audience through a journey of his life by detailing why Neenu lives in the present, by exploring his past and his future - both as seen by different people in Neenu's life. The film also highlights that happiness can be attained by means other than wealth."
613. 10 Cloverfield Lane,7.2,1h 43m,2016,thriller,Dan Trachtenberg, (368K),76,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.
